ssh://douwenjie@49.233.47.164:6000/home/c404/data2/douwenjie/.conda/envs/torch/bin/python -u /home/c404/data2/douwenjie/EV_GCN/train_eval_evgcn.py --train=1
 Using GPU in torch
==========       CONFIG      =============
train:1
use_cpu:False
hgc:256
lg:6
lr:0.002
wd:0.0005
num_iter:600
edropout:0.3
dropout:0.4
num_classes:2
ckpt_path:./save_models/ev_gcn
time:230104
device:cuda:1
==========     CONFIG END    =============


===> Phase is train.
  Loading dataset ...

========================== Fold 0 ==========================
  Constructing graph data...
  Number of training samples 783
  Start training...

Epoch: 0,	ce loss: 0.75443,	train acc: 0.50830
Epoch: 54,	ce loss: 0.56153,	train acc: 0.70498
Epoch: 55,	ce loss: 0.57613,	train acc: 0.69987
Epoch: 56,	ce loss: 0.58176,	train acc: 0.70243
Epoch: 57,	ce loss: 0.55617,	train acc: 0.72158
Epoch: 58,	ce loss: 0.56893,	train acc: 0.69604
Epoch: 59,	ce loss: 0.54927,	train acc: 0.69987
Epoch: 60,	ce loss: 0.57192,	train acc: 0.68199
Epoch: 61,	ce loss: 0.55186,	train acc: 0.70881
Epoch: 62,	ce loss: 0.57082,	train acc: 0.69476
Epoch: 63,	ce loss: 0.55344,	train acc: 0.70115
Epoch: 64,	ce loss: 0.55837,	train acc: 0.69860
Epoch: 65,	ce loss: 0.56919,	train acc: 0.67050
Epoch: 66,	ce loss: 0.53940,	train acc: 0.70754
Epoch: 67,	ce loss: 0.55017,	train acc: 0.70626
Epoch: 68,	ce loss: 0.61597,	train acc: 0.64368
Epoch: 69,	ce loss: 0.56006,	train acc: 0.69221
Epoch: 70,	ce loss: 0.53982,	train acc: 0.72031
Epoch: 71,	ce loss: 0.54167,	train acc: 0.70115
Epoch: 72,	ce loss: 0.54663,	train acc: 0.69604
Epoch: 73,	ce loss: 0.58292,	train acc: 0.67688
Epoch: 74,	ce loss: 0.53668,	train acc: 0.69349
Epoch: 75,	ce loss: 0.52367,	train acc: 0.71903
Epoch: 76,	ce loss: 0.53986,	train acc: 0.70626
Epoch: 77,	ce loss: 0.54268,	train acc: 0.70754
Epoch: 78,	ce loss: 0.52948,	train acc: 0.68710
Epoch: 79,	ce loss: 0.53654,	train acc: 0.71264
Epoch: 80,	ce loss: 0.53484,	train acc: 0.71903
Epoch: 81,	ce loss: 0.53331,	train acc: 0.70498
Epoch: 82,	ce loss: 0.52777,	train acc: 0.71392
Epoch: 83,	ce loss: 0.56004,	train acc: 0.68838
Epoch: 84,	ce loss: 0.53206,	train acc: 0.72286
Epoch: 85,	ce loss: 0.55769,	train acc: 0.70370
Epoch: 86,	ce loss: 0.57211,	train acc: 0.70498
Epoch: 87,	ce loss: 0.54635,	train acc: 0.70370
Epoch: 88,	ce loss: 0.53449,	train acc: 0.69860
Epoch: 89,	ce loss: 0.50879,	train acc: 0.72286
Epoch: 90,	ce loss: 0.51556,	train acc: 0.71903
Epoch: 91,	ce loss: 0.52401,	train acc: 0.69732
Epoch: 92,	ce loss: 0.53741,	train acc: 0.68199
Epoch: 93,	ce loss: 0.53008,	train acc: 0.71648
Epoch: 94,	ce loss: 0.52478,	train acc: 0.69987
Epoch: 95,	ce loss: 0.51817,	train acc: 0.71392
Epoch: 96,	ce loss: 0.51888,	train acc: 0.72031
Epoch: 97,	ce loss: 0.51657,	train acc: 0.73563
Epoch: 98,	ce loss: 0.51189,	train acc: 0.72031
Epoch: 99,	ce loss: 0.53010,	train acc: 0.71264
Epoch: 100,	ce loss: 0.51550,	train acc: 0.68838
Epoch: 101,	ce loss: 0.52025,	train acc: 0.72797
Epoch: 102,	ce loss: 0.51084,	train acc: 0.74074
Epoch: 103,	ce loss: 0.51316,	train acc: 0.71903
Epoch: 104,	ce loss: 0.55409,	train acc: 0.72542
Epoch: 105,	ce loss: 0.49749,	train acc: 0.72925
Epoch: 106,	ce loss: 0.48744,	train acc: 0.73691
Epoch: 107,	ce loss: 0.48960,	train acc: 0.73563
Epoch: 108,	ce loss: 0.47873,	train acc: 0.73819
Epoch: 109,	ce loss: 0.48379,	train acc: 0.73946
Epoch: 110,	ce loss: 0.50317,	train acc: 0.72925
Epoch: 111,	ce loss: 0.48594,	train acc: 0.75351
Epoch: 112,	ce loss: 0.46941,	train acc: 0.74713
Epoch: 113,	ce loss: 0.45379,	train acc: 0.74713
Epoch: 114,	ce loss: 0.46600,	train acc: 0.72797
Epoch: 115,	ce loss: 0.45936,	train acc: 0.75734
Epoch: 116,	ce loss: 0.43807,	train acc: 0.76628
Epoch: 117,	ce loss: 0.43516,	train acc: 0.75862
Epoch: 118,	ce loss: 0.42525,	train acc: 0.77522
Epoch: 119,	ce loss: 0.42930,	train acc: 0.75862
Epoch: 120,	ce loss: 0.42563,	train acc: 0.79055
Epoch: 121,	ce loss: 0.41107,	train acc: 0.79183
Epoch: 122,	ce loss: 0.41503,	train acc: 0.78416
Epoch: 123,	ce loss: 0.38171,	train acc: 0.81992
Epoch: 124,	ce loss: 0.37890,	train acc: 0.81609
Epoch: 125,	ce loss: 0.47401,	train acc: 0.75223
Epoch: 126,	ce loss: 0.38302,	train acc: 0.79183
Epoch: 127,	ce loss: 0.37763,	train acc: 0.80587
Epoch: 128,	ce loss: 0.38565,	train acc: 0.82631
Epoch: 129,	ce loss: 0.38428,	train acc: 0.79183
Epoch: 130,	ce loss: 0.42732,	train acc: 0.78544
Epoch: 131,	ce loss: 0.46153,	train acc: 0.78544
Epoch: 132,	ce loss: 0.36029,	train acc: 0.82248
Epoch: 133,	ce loss: 0.36415,	train acc: 0.78672
Epoch: 134,	ce loss: 0.34475,	train acc: 0.81737
Epoch: 135,	ce loss: 0.34921,	train acc: 0.82503
Epoch: 136,	ce loss: 0.34177,	train acc: 0.83908
Epoch: 137,	ce loss: 0.34402,	train acc: 0.81992
Epoch: 138,	ce loss: 0.35810,	train acc: 0.81609
Epoch: 139,	ce loss: 0.31173,	train acc: 0.85185
Epoch: 140,	ce loss: 0.32065,	train acc: 0.86079
Epoch: 141,	ce loss: 0.32009,	train acc: 0.85185
Epoch: 142,	ce loss: 0.34001,	train acc: 0.84036
Epoch: 143,	ce loss: 0.29830,	train acc: 0.85568
Epoch: 144,	ce loss: 0.31914,	train acc: 0.83142
Epoch: 145,	ce loss: 0.30323,	train acc: 0.86207
Epoch: 146,	ce loss: 0.31647,	train acc: 0.85057
Epoch: 147,	ce loss: 0.32490,	train acc: 0.83653
Epoch: 148,	ce loss: 0.37518,	train acc: 0.81098
Epoch: 149,	ce loss: 0.33489,	train acc: 0.84163
Epoch: 150,	ce loss: 0.36490,	train acc: 0.82120
Epoch: 151,	ce loss: 0.29688,	train acc: 0.85441
Epoch: 152,	ce loss: 0.33638,	train acc: 0.84419
Epoch: 153,	ce loss: 0.27317,	train acc: 0.87612
Epoch: 154,	ce loss: 0.32642,	train acc: 0.84419
Epoch: 155,	ce loss: 0.28785,	train acc: 0.86462
Epoch: 156,	ce loss: 0.30477,	train acc: 0.85696
Epoch: 157,	ce loss: 0.33385,	train acc: 0.83780
Epoch: 158,	ce loss: 0.28105,	train acc: 0.85951
Epoch: 159,	ce loss: 0.27799,	train acc: 0.87356
Epoch: 160,	ce loss: 0.27260,	train acc: 0.86590
Epoch: 161,	ce loss: 0.27487,	train acc: 0.87356
Epoch: 162,	ce loss: 0.26358,	train acc: 0.87739
Epoch: 163,	ce loss: 0.29084,	train acc: 0.86845
Epoch: 164,	ce loss: 0.25485,	train acc: 0.86845
Epoch: 165,	ce loss: 0.30699,	train acc: 0.86845
Epoch: 166,	ce loss: 0.26986,	train acc: 0.89527
Epoch: 167,	ce loss: 0.25598,	train acc: 0.87356
Epoch: 168,	ce loss: 0.25550,	train acc: 0.88761
Epoch: 169,	ce loss: 0.25237,	train acc: 0.87995
Epoch: 170,	ce loss: 0.33435,	train acc: 0.84674
Epoch: 171,	ce loss: 0.24912,	train acc: 0.90294
Epoch: 172,	ce loss: 0.29542,	train acc: 0.86335
Epoch: 173,	ce loss: 0.29000,	train acc: 0.87356
Epoch: 174,	ce loss: 0.23280,	train acc: 0.89144
Epoch: 175,	ce loss: 0.31757,	train acc: 0.85696
Epoch: 176,	ce loss: 0.23455,	train acc: 0.90421
Epoch: 177,	ce loss: 0.24516,	train acc: 0.89017
Epoch: 178,	ce loss: 0.24784,	train acc: 0.88250
Epoch: 179,	ce loss: 0.23034,	train acc: 0.88761
Epoch: 180,	ce loss: 0.22286,	train acc: 0.91571
Epoch: 181,	ce loss: 0.25791,	train acc: 0.88889
Epoch: 182,	ce loss: 0.24984,	train acc: 0.90166
Epoch: 183,	ce loss: 0.20972,	train acc: 0.90805
Epoch: 184,	ce loss: 0.22586,	train acc: 0.89272
Epoch: 185,	ce loss: 0.23135,	train acc: 0.90294
Epoch: 186,	ce loss: 0.22385,	train acc: 0.90932
Epoch: 187,	ce loss: 0.23435,	train acc: 0.89911
Epoch: 188,	ce loss: 0.21636,	train acc: 0.90549
Epoch: 189,	ce loss: 0.35180,	train acc: 0.85441
Epoch: 190,	ce loss: 0.25246,	train acc: 0.89527
Epoch: 191,	ce loss: 0.27057,	train acc: 0.87484
Epoch: 192,	ce loss: 0.22716,	train acc: 0.88633
Epoch: 193,	ce loss: 0.26804,	train acc: 0.88378
Epoch: 194,	ce loss: 0.25184,	train acc: 0.88378
Epoch: 195,	ce loss: 0.24692,	train acc: 0.88123
Epoch: 196,	ce loss: 0.22066,	train acc: 0.91315
Epoch: 197,	ce loss: 0.21475,	train acc: 0.90677
Epoch: 198,	ce loss: 0.24052,	train acc: 0.88250
Epoch: 199,	ce loss: 0.26654,	train acc: 0.89783
Epoch: 200,	ce loss: 0.19804,	train acc: 0.90805
Epoch: 201,	ce loss: 0.21731,	train acc: 0.90421
Epoch: 202,	ce loss: 0.26231,	train acc: 0.87739
Epoch: 203,	ce loss: 0.23295,	train acc: 0.90294
Epoch: 204,	ce loss: 0.23482,	train acc: 0.88378
Epoch: 205,	ce loss: 0.26344,	train acc: 0.87867
Epoch: 206,	ce loss: 0.24750,	train acc: 0.90677
Epoch: 207,	ce loss: 0.21562,	train acc: 0.91188
Epoch: 208,	ce loss: 0.20803,	train acc: 0.91571
Epoch: 209,	ce loss: 0.25675,	train acc: 0.86462
Epoch: 210,	ce loss: 0.20845,	train acc: 0.90038
Epoch: 211,	ce loss: 0.21732,	train acc: 0.91443
Epoch: 212,	ce loss: 0.19694,	train acc: 0.91060
Epoch: 213,	ce loss: 0.20984,	train acc: 0.89911
Epoch: 214,	ce loss: 0.22484,	train acc: 0.89017
Epoch: 215,	ce loss: 0.17661,	train acc: 0.91699
Epoch: 216,	ce loss: 0.20555,	train acc: 0.90805
Epoch: 217,	ce loss: 0.18544,	train acc: 0.92976
Epoch: 218,	ce loss: 0.20360,	train acc: 0.91443
Epoch: 219,	ce loss: 0.20915,	train acc: 0.91060
Epoch: 220,	ce loss: 0.19974,	train acc: 0.91443
Epoch: 221,	ce loss: 0.16946,	train acc: 0.92720
Epoch: 222,	ce loss: 0.18479,	train acc: 0.91826
Epoch: 223,	ce loss: 0.17471,	train acc: 0.93231
Epoch: 224,	ce loss: 0.18107,	train acc: 0.93231
Epoch: 225,	ce loss: 0.15726,	train acc: 0.93997
Epoch: 226,	ce loss: 0.16419,	train acc: 0.93231
Epoch: 227,	ce loss: 0.16355,	train acc: 0.92465
Epoch: 228,	ce loss: 0.19065,	train acc: 0.91954
Epoch: 229,	ce loss: 0.16106,	train acc: 0.93359
Epoch: 230,	ce loss: 0.18091,	train acc: 0.91443
Epoch: 231,	ce loss: 0.15754,	train acc: 0.92976
Epoch: 232,	ce loss: 0.17729,	train acc: 0.92465
Epoch: 233,	ce loss: 0.17022,	train acc: 0.92976
Epoch: 234,	ce loss: 0.16542,	train acc: 0.93103
Epoch: 235,	ce loss: 0.17269,	train acc: 0.94125
Epoch: 236,	ce loss: 0.17989,	train acc: 0.92082
Epoch: 237,	ce loss: 0.17565,	train acc: 0.92465
Epoch: 238,	ce loss: 0.16161,	train acc: 0.92593
Epoch: 239,	ce loss: 0.16465,	train acc: 0.94253
Epoch: 240,	ce loss: 0.17571,	train acc: 0.92848
Epoch: 241,	ce loss: 0.17206,	train acc: 0.93614
Epoch: 242,	ce loss: 0.25330,	train acc: 0.89911
Epoch: 243,	ce loss: 0.19725,	train acc: 0.91699
Epoch: 244,	ce loss: 0.16250,	train acc: 0.92976
Epoch: 245,	ce loss: 0.16479,	train acc: 0.92337
Epoch: 246,	ce loss: 0.18947,	train acc: 0.90932
Epoch: 247,	ce loss: 0.17727,	train acc: 0.92593
Epoch: 248,	ce loss: 0.19654,	train acc: 0.92209
Epoch: 249,	ce loss: 0.16535,	train acc: 0.93487
Epoch: 250,	ce loss: 0.13801,	train acc: 0.93487
Epoch: 251,	ce loss: 0.16833,	train acc: 0.94253
Epoch: 252,	ce loss: 0.17863,	train acc: 0.92848
Epoch: 253,	ce loss: 0.14733,	train acc: 0.94636
Epoch: 254,	ce loss: 0.16188,	train acc: 0.91826
Epoch: 255,	ce loss: 0.14917,	train acc: 0.94253
Epoch: 256,	ce loss: 0.17080,	train acc: 0.93103
Epoch: 257,	ce loss: 0.14557,	train acc: 0.93614
Epoch: 258,	ce loss: 0.14891,	train acc: 0.92976
Epoch: 259,	ce loss: 0.16905,	train acc: 0.93742
Epoch: 260,	ce loss: 0.13176,	train acc: 0.94636
Epoch: 261,	ce loss: 0.16922,	train acc: 0.92082
Epoch: 262,	ce loss: 0.12336,	train acc: 0.95275
Epoch: 263,	ce loss: 0.14572,	train acc: 0.94125
Epoch: 264,	ce loss: 0.16861,	train acc: 0.93614
Epoch: 265,	ce loss: 0.14484,	train acc: 0.93231
Epoch: 266,	ce loss: 0.18610,	train acc: 0.91954
Epoch: 267,	ce loss: 0.14092,	train acc: 0.93870
Epoch: 268,	ce loss: 0.16406,	train acc: 0.92848
Epoch: 269,	ce loss: 0.16276,	train acc: 0.93870
Epoch: 270,	ce loss: 0.15115,	train acc: 0.93359
Epoch: 271,	ce loss: 0.21571,	train acc: 0.91443
Epoch: 272,	ce loss: 0.16085,	train acc: 0.92976
Epoch: 273,	ce loss: 0.17155,	train acc: 0.93103
Epoch: 274,	ce loss: 0.21319,	train acc: 0.92209
Epoch: 275,	ce loss: 0.14722,	train acc: 0.94125
Epoch: 276,	ce loss: 0.14396,	train acc: 0.94253
Epoch: 277,	ce loss: 0.12405,	train acc: 0.95530
Epoch: 278,	ce loss: 0.11622,	train acc: 0.95785
Epoch: 279,	ce loss: 0.17002,	train acc: 0.92720
Epoch: 280,	ce loss: 0.12724,	train acc: 0.94764
Epoch: 281,	ce loss: 0.15006,	train acc: 0.93487
Epoch: 282,	ce loss: 0.11938,	train acc: 0.95147
Epoch: 283,	ce loss: 0.14627,	train acc: 0.93614
Epoch: 284,	ce loss: 0.14464,	train acc: 0.94508
Epoch: 285,	ce loss: 0.13520,	train acc: 0.94636
Epoch: 286,	ce loss: 0.14557,	train acc: 0.94125
Epoch: 287,	ce loss: 0.13884,	train acc: 0.93870
Epoch: 288,	ce loss: 0.10316,	train acc: 0.96169
Epoch: 289,	ce loss: 0.12032,	train acc: 0.95658
Epoch: 290,	ce loss: 0.11147,	train acc: 0.95275
Epoch: 291,	ce loss: 0.13937,	train acc: 0.94125
Epoch: 292,	ce loss: 0.14190,	train acc: 0.93870
Epoch: 293,	ce loss: 0.12604,	train acc: 0.95530
Epoch: 294,	ce loss: 0.10760,	train acc: 0.95530
Epoch: 295,	ce loss: 0.12212,	train acc: 0.95275
Epoch: 296,	ce loss: 0.11148,	train acc: 0.95019
Epoch: 297,	ce loss: 0.14742,	train acc: 0.94125
Epoch: 298,	ce loss: 0.20368,	train acc: 0.91060
Epoch: 299,	ce loss: 0.10474,	train acc: 0.95913
Epoch: 300,	ce loss: 0.18175,	train acc: 0.92848
Epoch: 301,	ce loss: 0.16054,	train acc: 0.93103
Epoch: 302,	ce loss: 0.20466,	train acc: 0.92720
Epoch: 303,	ce loss: 0.14992,	train acc: 0.93614
Epoch: 304,	ce loss: 0.17876,	train acc: 0.92593
Epoch: 305,	ce loss: 0.13806,	train acc: 0.94125
Epoch: 306,	ce loss: 0.13241,	train acc: 0.94508
Epoch: 307,	ce loss: 0.14482,	train acc: 0.94891
Epoch: 308,	ce loss: 0.14503,	train acc: 0.94508
Epoch: 309,	ce loss: 0.13506,	train acc: 0.94636
Epoch: 310,	ce loss: 0.14122,	train acc: 0.94764
Epoch: 311,	ce loss: 0.14982,	train acc: 0.93231
Epoch: 312,	ce loss: 0.13627,	train acc: 0.93997
Epoch: 313,	ce loss: 0.15515,	train acc: 0.93870
Epoch: 314,	ce loss: 0.15428,	train acc: 0.93614
Epoch: 315,	ce loss: 0.15404,	train acc: 0.93231
Epoch: 316,	ce loss: 0.13726,	train acc: 0.94125
Epoch: 317,	ce loss: 0.15248,	train acc: 0.94381
Epoch: 318,	ce loss: 0.10703,	train acc: 0.95147
Epoch: 319,	ce loss: 0.13276,	train acc: 0.93487
Epoch: 320,	ce loss: 0.11705,	train acc: 0.94891
Epoch: 321,	ce loss: 0.11093,	train acc: 0.96296
Epoch: 322,	ce loss: 0.11614,	train acc: 0.94125
Epoch: 323,	ce loss: 0.09597,	train acc: 0.96424
Epoch: 324,	ce loss: 0.10104,	train acc: 0.97063
Epoch: 325,	ce loss: 0.09565,	train acc: 0.95913
Epoch: 326,	ce loss: 0.13294,	train acc: 0.95530
Epoch: 327,	ce loss: 0.10718,	train acc: 0.95913
Epoch: 328,	ce loss: 0.09197,	train acc: 0.96552
Epoch: 329,	ce loss: 0.11959,	train acc: 0.94764
Epoch: 330,	ce loss: 0.09622,	train acc: 0.96935
Epoch: 331,	ce loss: 0.10021,	train acc: 0.95658
Epoch: 332,	ce loss: 0.09684,	train acc: 0.95019
Epoch: 333,	ce loss: 0.15379,	train acc: 0.93487
Epoch: 334,	ce loss: 0.13472,	train acc: 0.94636
Epoch: 335,	ce loss: 0.11935,	train acc: 0.94891
Epoch: 336,	ce loss: 0.12569,	train acc: 0.94381
Epoch: 337,	ce loss: 0.14927,	train acc: 0.93614
Epoch: 338,	ce loss: 0.12077,	train acc: 0.95019
Epoch: 339,	ce loss: 0.11958,	train acc: 0.95019
Epoch: 340,	ce loss: 0.13464,	train acc: 0.93870
Epoch: 341,	ce loss: 0.13853,	train acc: 0.93359
Epoch: 342,	ce loss: 0.17048,	train acc: 0.93103
Epoch: 343,	ce loss: 0.13113,	train acc: 0.94381
Epoch: 344,	ce loss: 0.12242,	train acc: 0.95402
Epoch: 345,	ce loss: 0.12955,	train acc: 0.95147
Epoch: 346,	ce loss: 0.11103,	train acc: 0.95658
Epoch: 347,	ce loss: 0.11074,	train acc: 0.95785
Epoch: 348,	ce loss: 0.18544,	train acc: 0.93359
Epoch: 349,	ce loss: 0.12821,	train acc: 0.94636
Epoch: 350,	ce loss: 0.13921,	train acc: 0.94381
Epoch: 351,	ce loss: 0.14777,	train acc: 0.94125
Epoch: 352,	ce loss: 0.12226,	train acc: 0.94636
Epoch: 353,	ce loss: 0.11379,	train acc: 0.95530
Epoch: 354,	ce loss: 0.11273,	train acc: 0.95785
Epoch: 355,	ce loss: 0.12643,	train acc: 0.94636
Epoch: 356,	ce loss: 0.12313,	train acc: 0.94636
Epoch: 357,	ce loss: 0.11717,	train acc: 0.95530
Epoch: 358,	ce loss: 0.12009,	train acc: 0.94636
Epoch: 359,	ce loss: 0.16109,	train acc: 0.94125
Epoch: 360,	ce loss: 0.14173,	train acc: 0.95019
Epoch: 361,	ce loss: 0.11430,	train acc: 0.95913
Epoch: 362,	ce loss: 0.11448,	train acc: 0.94764
Epoch: 363,	ce loss: 0.10594,	train acc: 0.95275
Epoch: 364,	ce loss: 0.11256,	train acc: 0.94764
Epoch: 365,	ce loss: 0.12632,	train acc: 0.95913
Epoch: 366,	ce loss: 0.10757,	train acc: 0.95275
Epoch: 367,	ce loss: 0.11013,	train acc: 0.96296
Epoch: 368,	ce loss: 0.11157,	train acc: 0.95402
Epoch: 369,	ce loss: 0.09558,	train acc: 0.96679
Epoch: 370,	ce loss: 0.10751,	train acc: 0.95785
Epoch: 371,	ce loss: 0.09925,	train acc: 0.95913
Epoch: 372,	ce loss: 0.11744,	train acc: 0.95147
Epoch: 373,	ce loss: 0.08865,	train acc: 0.96935
Epoch: 374,	ce loss: 0.09565,	train acc: 0.95402
Epoch: 375,	ce loss: 0.09102,	train acc: 0.96296
Epoch: 376,	ce loss: 0.09207,	train acc: 0.96169
Epoch: 377,	ce loss: 0.10869,	train acc: 0.95785
Epoch: 378,	ce loss: 0.08812,	train acc: 0.95658
Epoch: 379,	ce loss: 0.12596,	train acc: 0.95147
Epoch: 380,	ce loss: 0.07826,	train acc: 0.97446
Epoch: 381,	ce loss: 0.09774,	train acc: 0.96424
Epoch: 382,	ce loss: 0.08252,	train acc: 0.96679
Epoch: 383,	ce loss: 0.09884,	train acc: 0.95785
Epoch: 384,	ce loss: 0.08188,	train acc: 0.96679
Epoch: 385,	ce loss: 0.10871,	train acc: 0.96169
Epoch: 386,	ce loss: 0.09801,	train acc: 0.95785
Epoch: 387,	ce loss: 0.10000,	train acc: 0.96041
Epoch: 388,	ce loss: 0.10490,	train acc: 0.95913
Epoch: 389,	ce loss: 0.11146,	train acc: 0.95147
Epoch: 390,	ce loss: 0.09255,	train acc: 0.96424
Epoch: 391,	ce loss: 0.06568,	train acc: 0.97190
Epoch: 392,	ce loss: 0.11393,	train acc: 0.95913
Epoch: 393,	ce loss: 0.09312,	train acc: 0.96296
Epoch: 394,	ce loss: 0.08806,	train acc: 0.96296
Epoch: 395,	ce loss: 0.13027,	train acc: 0.94508
Epoch: 396,	ce loss: 0.12246,	train acc: 0.95019
Epoch: 397,	ce loss: 0.11945,	train acc: 0.95147
Epoch: 398,	ce loss: 0.14263,	train acc: 0.95147
Epoch: 399,	ce loss: 0.14565,	train acc: 0.95019
Epoch: 400,	ce loss: 0.18285,	train acc: 0.91826
Epoch: 401,	ce loss: 0.11774,	train acc: 0.95913
Epoch: 402,	ce loss: 0.24754,	train acc: 0.90549
Epoch: 403,	ce loss: 0.16011,	train acc: 0.93742
Epoch: 404,	ce loss: 0.12469,	train acc: 0.95913
Epoch: 405,	ce loss: 0.15577,	train acc: 0.92976
Epoch: 406,	ce loss: 0.14871,	train acc: 0.93997
Epoch: 407,	ce loss: 0.10709,	train acc: 0.95913
Epoch: 408,	ce loss: 0.15957,	train acc: 0.93614
Epoch: 409,	ce loss: 0.15574,	train acc: 0.93487
Epoch: 410,	ce loss: 0.11356,	train acc: 0.95913
Epoch: 411,	ce loss: 0.14041,	train acc: 0.94764
Epoch: 412,	ce loss: 0.13891,	train acc: 0.94764
Epoch: 413,	ce loss: 0.11939,	train acc: 0.95785
Epoch: 414,	ce loss: 0.11115,	train acc: 0.96041
Epoch: 415,	ce loss: 0.11625,	train acc: 0.95147
Epoch: 416,	ce loss: 0.10530,	train acc: 0.96041
Epoch: 417,	ce loss: 0.09488,	train acc: 0.95658
Epoch: 418,	ce loss: 0.10026,	train acc: 0.96807
Epoch: 419,	ce loss: 0.09635,	train acc: 0.96041
Epoch: 420,	ce loss: 0.09701,	train acc: 0.96296
Epoch: 421,	ce loss: 0.09202,	train acc: 0.96169
Epoch: 422,	ce loss: 0.09292,	train acc: 0.96552
Epoch: 423,	ce loss: 0.12617,	train acc: 0.95658
Epoch: 424,	ce loss: 0.09529,	train acc: 0.96169
Epoch: 425,	ce loss: 0.10234,	train acc: 0.96041
Epoch: 426,	ce loss: 0.10677,	train acc: 0.95913
Epoch: 427,	ce loss: 0.09906,	train acc: 0.96169
Epoch: 428,	ce loss: 0.08900,	train acc: 0.96169
Epoch: 429,	ce loss: 0.10563,	train acc: 0.95785
Epoch: 430,	ce loss: 0.10535,	train acc: 0.96041
Epoch: 431,	ce loss: 0.08572,	train acc: 0.96169
