ssh://douwenjie@49.233.47.164:6000/home/c404/data2/douwenjie/.conda/envs/torch/bin/python -u /home/c404/data2/douwenjie/EV_GCN/train_eval_evgcn.py --train=1
 Using GPU in torch
==========       CONFIG      =============
train:1
use_cpu:False
hgc:256
lg:6
lr:0.002
wd:0.0005
num_iter:600
edropout:0.3
dropout:0.4
num_classes:2
ckpt_path:./save_models/ev_gcn
time:230104
device:cuda:1
==========     CONFIG END    =============


===> Phase is train.
  Loading dataset ...

========================== Fold 0 ==========================
  Constructing graph data...
  Number of training samples 783
  Start training...

Epoch: 0,	ce loss: 0.75443,	train acc: 0.50830
Epoch: 49,	ce loss: 0.54962,	train acc: 0.74074
Epoch: 50,	ce loss: 0.55453,	train acc: 0.72414
Epoch: 51,	ce loss: 0.55985,	train acc: 0.70498
Epoch: 52,	ce loss: 0.56540,	train acc: 0.71520
Epoch: 53,	ce loss: 0.57761,	train acc: 0.70498
Epoch: 54,	ce loss: 0.55365,	train acc: 0.70370
Epoch: 55,	ce loss: 0.57942,	train acc: 0.69349
Epoch: 56,	ce loss: 0.58982,	train acc: 0.69093
Epoch: 57,	ce loss: 0.57078,	train acc: 0.71392
Epoch: 58,	ce loss: 0.56676,	train acc: 0.69860
Epoch: 59,	ce loss: 0.54367,	train acc: 0.69604
Epoch: 60,	ce loss: 0.58960,	train acc: 0.66922
Epoch: 61,	ce loss: 0.56247,	train acc: 0.69093
Epoch: 62,	ce loss: 0.55294,	train acc: 0.69604
Epoch: 63,	ce loss: 0.53983,	train acc: 0.71392
Epoch: 64,	ce loss: 0.54149,	train acc: 0.69349
Epoch: 65,	ce loss: 0.55492,	train acc: 0.67305
Epoch: 66,	ce loss: 0.54341,	train acc: 0.71392
Epoch: 67,	ce loss: 0.53102,	train acc: 0.71648
Epoch: 68,	ce loss: 0.62870,	train acc: 0.64879
Epoch: 69,	ce loss: 0.57493,	train acc: 0.68966
Epoch: 70,	ce loss: 0.52850,	train acc: 0.70754
Epoch: 71,	ce loss: 0.53639,	train acc: 0.72286
Epoch: 72,	ce loss: 0.53944,	train acc: 0.70370
Epoch: 73,	ce loss: 0.58010,	train acc: 0.66794
Epoch: 74,	ce loss: 0.53426,	train acc: 0.66794
Epoch: 75,	ce loss: 0.52667,	train acc: 0.71392
Epoch: 76,	ce loss: 0.54006,	train acc: 0.69221
Epoch: 77,	ce loss: 0.54482,	train acc: 0.69476
Epoch: 78,	ce loss: 0.53123,	train acc: 0.70881
Epoch: 79,	ce loss: 0.51589,	train acc: 0.71775
Epoch: 80,	ce loss: 0.52846,	train acc: 0.72031
Epoch: 81,	ce loss: 0.51948,	train acc: 0.71264
Epoch: 82,	ce loss: 0.51546,	train acc: 0.71903
Epoch: 83,	ce loss: 0.53444,	train acc: 0.71137
Epoch: 84,	ce loss: 0.53989,	train acc: 0.70243
Epoch: 85,	ce loss: 0.52791,	train acc: 0.71648
Epoch: 86,	ce loss: 0.55660,	train acc: 0.69987
Epoch: 87,	ce loss: 0.53119,	train acc: 0.71264
Epoch: 88,	ce loss: 0.53182,	train acc: 0.70881
Epoch: 89,	ce loss: 0.52341,	train acc: 0.73052
Epoch: 90,	ce loss: 0.52679,	train acc: 0.71775
Epoch: 91,	ce loss: 0.51248,	train acc: 0.73436
Epoch: 92,	ce loss: 0.52714,	train acc: 0.68966
Epoch: 93,	ce loss: 0.53299,	train acc: 0.71775
Epoch: 94,	ce loss: 0.53438,	train acc: 0.69604
Epoch: 95,	ce loss: 0.51483,	train acc: 0.70626
Epoch: 96,	ce loss: 0.51731,	train acc: 0.73946
Epoch: 97,	ce loss: 0.51674,	train acc: 0.72158
Epoch: 98,	ce loss: 0.50847,	train acc: 0.70881
Epoch: 99,	ce loss: 0.50910,	train acc: 0.71520
Epoch: 100,	ce loss: 0.51554,	train acc: 0.70626
Epoch: 101,	ce loss: 0.52534,	train acc: 0.70370
Epoch: 102,	ce loss: 0.51972,	train acc: 0.71520
Epoch: 103,	ce loss: 0.51777,	train acc: 0.69732
Epoch: 104,	ce loss: 0.55419,	train acc: 0.71009
Epoch: 105,	ce loss: 0.48794,	train acc: 0.72925
Epoch: 106,	ce loss: 0.49562,	train acc: 0.72158
Epoch: 107,	ce loss: 0.49330,	train acc: 0.71903
Epoch: 108,	ce loss: 0.47901,	train acc: 0.73436
Epoch: 109,	ce loss: 0.50128,	train acc: 0.71903
Epoch: 110,	ce loss: 0.51117,	train acc: 0.71775
Epoch: 111,	ce loss: 0.47808,	train acc: 0.73946
Epoch: 112,	ce loss: 0.49042,	train acc: 0.73436
Epoch: 113,	ce loss: 0.47235,	train acc: 0.72031
Epoch: 114,	ce loss: 0.46631,	train acc: 0.70370
Epoch: 115,	ce loss: 0.48999,	train acc: 0.73308
Epoch: 116,	ce loss: 0.44888,	train acc: 0.74202
Epoch: 117,	ce loss: 0.46697,	train acc: 0.74968
Epoch: 118,	ce loss: 0.44049,	train acc: 0.77139
Epoch: 119,	ce loss: 0.47362,	train acc: 0.73436
Epoch: 120,	ce loss: 0.44099,	train acc: 0.73691
Epoch: 121,	ce loss: 0.46704,	train acc: 0.76117
Epoch: 122,	ce loss: 0.43085,	train acc: 0.74074
Epoch: 123,	ce loss: 0.44119,	train acc: 0.74074
Epoch: 124,	ce loss: 0.43223,	train acc: 0.75607
Epoch: 125,	ce loss: 0.45259,	train acc: 0.71392
Epoch: 126,	ce loss: 0.42711,	train acc: 0.77395
Epoch: 127,	ce loss: 0.39468,	train acc: 0.75734
Epoch: 128,	ce loss: 0.43093,	train acc: 0.74330
Epoch: 129,	ce loss: 0.41452,	train acc: 0.76501
Epoch: 130,	ce loss: 0.42189,	train acc: 0.77395
Epoch: 131,	ce loss: 0.44262,	train acc: 0.77778
Epoch: 132,	ce loss: 0.38326,	train acc: 0.78927
Epoch: 133,	ce loss: 0.41754,	train acc: 0.74585
Epoch: 134,	ce loss: 0.40104,	train acc: 0.78799
Epoch: 135,	ce loss: 0.41123,	train acc: 0.79310
Epoch: 136,	ce loss: 0.37543,	train acc: 0.81992
Epoch: 137,	ce loss: 0.37813,	train acc: 0.82120
Epoch: 138,	ce loss: 0.37234,	train acc: 0.81354
Epoch: 139,	ce loss: 0.35858,	train acc: 0.79821
Epoch: 140,	ce loss: 0.35185,	train acc: 0.83014
Epoch: 141,	ce loss: 0.37428,	train acc: 0.82120
Epoch: 142,	ce loss: 0.35354,	train acc: 0.81481
Epoch: 143,	ce loss: 0.34249,	train acc: 0.81098
Epoch: 144,	ce loss: 0.33365,	train acc: 0.81481
Epoch: 145,	ce loss: 0.36046,	train acc: 0.79438
Epoch: 146,	ce loss: 0.32417,	train acc: 0.84419
Epoch: 147,	ce loss: 0.34934,	train acc: 0.81609
Epoch: 148,	ce loss: 0.35050,	train acc: 0.82375
Epoch: 149,	ce loss: 0.37498,	train acc: 0.79821
Epoch: 150,	ce loss: 0.34224,	train acc: 0.82248
Epoch: 151,	ce loss: 0.32761,	train acc: 0.82375
Epoch: 152,	ce loss: 0.30106,	train acc: 0.85441
Epoch: 153,	ce loss: 0.31813,	train acc: 0.83780
Epoch: 154,	ce loss: 0.41392,	train acc: 0.79949
Epoch: 155,	ce loss: 0.48547,	train acc: 0.76501
Epoch: 156,	ce loss: 0.31992,	train acc: 0.86207
Epoch: 157,	ce loss: 0.38787,	train acc: 0.77778
Epoch: 158,	ce loss: 0.32634,	train acc: 0.84930
Epoch: 159,	ce loss: 0.34402,	train acc: 0.83525
Epoch: 160,	ce loss: 0.32785,	train acc: 0.83525
Epoch: 161,	ce loss: 0.33151,	train acc: 0.83014
Epoch: 162,	ce loss: 0.36213,	train acc: 0.82759
Epoch: 163,	ce loss: 0.31927,	train acc: 0.86079
Epoch: 164,	ce loss: 0.38916,	train acc: 0.78289
Epoch: 165,	ce loss: 0.35779,	train acc: 0.82248
Epoch: 166,	ce loss: 0.30909,	train acc: 0.86973
Epoch: 167,	ce loss: 0.32462,	train acc: 0.85824
Epoch: 168,	ce loss: 0.32611,	train acc: 0.85441
Epoch: 169,	ce loss: 0.31725,	train acc: 0.83653
Epoch: 170,	ce loss: 0.38442,	train acc: 0.77905
Epoch: 171,	ce loss: 0.31432,	train acc: 0.86973
Epoch: 172,	ce loss: 0.29066,	train acc: 0.85313
Epoch: 173,	ce loss: 0.30572,	train acc: 0.85057
Epoch: 174,	ce loss: 0.32424,	train acc: 0.86335
Epoch: 175,	ce loss: 0.30352,	train acc: 0.85057
Epoch: 176,	ce loss: 0.28782,	train acc: 0.87101
Epoch: 177,	ce loss: 0.29012,	train acc: 0.85696
Epoch: 178,	ce loss: 0.30048,	train acc: 0.83269
Epoch: 179,	ce loss: 0.25953,	train acc: 0.87101
Epoch: 180,	ce loss: 0.24862,	train acc: 0.89527
Epoch: 181,	ce loss: 0.29292,	train acc: 0.86207
Epoch: 182,	ce loss: 0.29685,	train acc: 0.84930
Epoch: 183,	ce loss: 0.26895,	train acc: 0.87229
Epoch: 184,	ce loss: 0.26230,	train acc: 0.86335
Epoch: 185,	ce loss: 0.24316,	train acc: 0.89144
Epoch: 186,	ce loss: 0.25305,	train acc: 0.89144
Epoch: 187,	ce loss: 0.24356,	train acc: 0.90421
Epoch: 188,	ce loss: 0.22294,	train acc: 0.91060
Epoch: 189,	ce loss: 0.29383,	train acc: 0.86973
Epoch: 190,	ce loss: 0.24863,	train acc: 0.87739
Epoch: 191,	ce loss: 0.23159,	train acc: 0.89272
Epoch: 192,	ce loss: 0.22307,	train acc: 0.89911
Epoch: 193,	ce loss: 0.26593,	train acc: 0.89144
Epoch: 194,	ce loss: 0.22708,	train acc: 0.90677
Epoch: 195,	ce loss: 0.22949,	train acc: 0.88761
Epoch: 196,	ce loss: 0.23697,	train acc: 0.90805
Epoch: 197,	ce loss: 0.20412,	train acc: 0.92465
Epoch: 198,	ce loss: 0.23115,	train acc: 0.88889
Epoch: 199,	ce loss: 0.22965,	train acc: 0.89400
Epoch: 200,	ce loss: 0.18864,	train acc: 0.91315
Epoch: 201,	ce loss: 0.22061,	train acc: 0.90421
Epoch: 202,	ce loss: 0.24394,	train acc: 0.88889
Epoch: 203,	ce loss: 0.19834,	train acc: 0.91443
Epoch: 204,	ce loss: 0.24730,	train acc: 0.87867
Epoch: 205,	ce loss: 0.21948,	train acc: 0.90421
Epoch: 206,	ce loss: 0.25152,	train acc: 0.90038
Epoch: 207,	ce loss: 0.17081,	train acc: 0.93742
Epoch: 208,	ce loss: 0.21770,	train acc: 0.90932
Epoch: 209,	ce loss: 0.20282,	train acc: 0.91443
Epoch: 210,	ce loss: 0.17446,	train acc: 0.91699
Epoch: 211,	ce loss: 0.18972,	train acc: 0.91699
Epoch: 212,	ce loss: 0.17983,	train acc: 0.91443
Epoch: 213,	ce loss: 0.17804,	train acc: 0.92337
Epoch: 214,	ce loss: 0.20075,	train acc: 0.90294
Epoch: 215,	ce loss: 0.20183,	train acc: 0.91315
Epoch: 216,	ce loss: 0.16100,	train acc: 0.93359
Epoch: 217,	ce loss: 0.20856,	train acc: 0.91060
Epoch: 218,	ce loss: 0.18555,	train acc: 0.92337
Epoch: 219,	ce loss: 0.16714,	train acc: 0.92848
Epoch: 220,	ce loss: 0.18322,	train acc: 0.91826
Epoch: 221,	ce loss: 0.17421,	train acc: 0.93103
Epoch: 222,	ce loss: 0.18032,	train acc: 0.92082
Epoch: 223,	ce loss: 0.18937,	train acc: 0.91188
Epoch: 224,	ce loss: 0.17924,	train acc: 0.93487
Epoch: 225,	ce loss: 0.15369,	train acc: 0.94381
Epoch: 226,	ce loss: 0.18877,	train acc: 0.92720
Epoch: 227,	ce loss: 0.15876,	train acc: 0.93742
Epoch: 228,	ce loss: 0.14093,	train acc: 0.94125
Epoch: 229,	ce loss: 0.15884,	train acc: 0.92720
Epoch: 230,	ce loss: 0.19343,	train acc: 0.92593
Epoch: 231,	ce loss: 0.17585,	train acc: 0.92720
Epoch: 232,	ce loss: 0.15815,	train acc: 0.93231
Epoch: 233,	ce loss: 0.17207,	train acc: 0.92593
Epoch: 234,	ce loss: 0.17811,	train acc: 0.92465
Epoch: 235,	ce loss: 0.21386,	train acc: 0.92209
Epoch: 236,	ce loss: 0.28143,	train acc: 0.88378
Epoch: 237,	ce loss: 0.21620,	train acc: 0.90677
Epoch: 238,	ce loss: 0.24073,	train acc: 0.90038
Epoch: 239,	ce loss: 0.16652,	train acc: 0.92593
Epoch: 240,	ce loss: 0.20870,	train acc: 0.91060
Epoch: 241,	ce loss: 0.20326,	train acc: 0.90932
Epoch: 242,	ce loss: 0.18786,	train acc: 0.91060
Epoch: 243,	ce loss: 0.20163,	train acc: 0.90677
Epoch: 244,	ce loss: 0.18084,	train acc: 0.91826
Epoch: 245,	ce loss: 0.15267,	train acc: 0.93487
Epoch: 246,	ce loss: 0.16222,	train acc: 0.93742
Epoch: 247,	ce loss: 0.15878,	train acc: 0.93487
Epoch: 248,	ce loss: 0.15717,	train acc: 0.93870
Epoch: 249,	ce loss: 0.18609,	train acc: 0.92593
Epoch: 250,	ce loss: 0.13491,	train acc: 0.94253
Epoch: 251,	ce loss: 0.16478,	train acc: 0.93870
Epoch: 252,	ce loss: 0.12643,	train acc: 0.95147
Epoch: 253,	ce loss: 0.16079,	train acc: 0.93359
Epoch: 254,	ce loss: 0.12962,	train acc: 0.94125
Epoch: 255,	ce loss: 0.17545,	train acc: 0.92337
Epoch: 256,	ce loss: 0.10811,	train acc: 0.95147
Epoch: 257,	ce loss: 0.14103,	train acc: 0.94253
Epoch: 258,	ce loss: 0.13220,	train acc: 0.94253
Epoch: 259,	ce loss: 0.14528,	train acc: 0.94253
Epoch: 260,	ce loss: 0.11990,	train acc: 0.94381
Epoch: 261,	ce loss: 0.15181,	train acc: 0.94381
Epoch: 262,	ce loss: 0.12385,	train acc: 0.94891
Epoch: 263,	ce loss: 0.11897,	train acc: 0.94764
Epoch: 264,	ce loss: 0.15318,	train acc: 0.93487
Epoch: 265,	ce loss: 0.14216,	train acc: 0.93614
Epoch: 266,	ce loss: 0.16150,	train acc: 0.94253
Epoch: 267,	ce loss: 0.13270,	train acc: 0.94891
Epoch: 268,	ce loss: 0.14046,	train acc: 0.93997
Epoch: 269,	ce loss: 0.17713,	train acc: 0.93487
Epoch: 270,	ce loss: 0.12758,	train acc: 0.94891
Epoch: 271,	ce loss: 0.15943,	train acc: 0.94253
Epoch: 272,	ce loss: 0.12762,	train acc: 0.94636
Epoch: 273,	ce loss: 0.13781,	train acc: 0.94253
Epoch: 274,	ce loss: 0.11111,	train acc: 0.95785
Epoch: 275,	ce loss: 0.15365,	train acc: 0.93742
Epoch: 276,	ce loss: 0.10897,	train acc: 0.95658
Epoch: 277,	ce loss: 0.14653,	train acc: 0.94253
Epoch: 278,	ce loss: 0.08133,	train acc: 0.97446
Epoch: 279,	ce loss: 0.17687,	train acc: 0.93359
Epoch: 280,	ce loss: 0.11166,	train acc: 0.95530
Epoch: 281,	ce loss: 0.16162,	train acc: 0.92848
Epoch: 282,	ce loss: 0.11931,	train acc: 0.95275
Epoch: 283,	ce loss: 0.14539,	train acc: 0.93997
Epoch: 284,	ce loss: 0.16057,	train acc: 0.93487
Epoch: 285,	ce loss: 0.11211,	train acc: 0.95275
Epoch: 286,	ce loss: 0.14554,	train acc: 0.94253
Epoch: 287,	ce loss: 0.15132,	train acc: 0.93487
Epoch: 288,	ce loss: 0.10735,	train acc: 0.95658
Epoch: 289,	ce loss: 0.14817,	train acc: 0.94636
Epoch: 290,	ce loss: 0.15155,	train acc: 0.94125
Epoch: 291,	ce loss: 0.13233,	train acc: 0.94764
Epoch: 292,	ce loss: 0.17479,	train acc: 0.91571
Epoch: 293,	ce loss: 0.15425,	train acc: 0.93997
Epoch: 294,	ce loss: 0.12981,	train acc: 0.94636
Epoch: 295,	ce loss: 0.11778,	train acc: 0.95785
Epoch: 296,	ce loss: 0.13885,	train acc: 0.93870
Epoch: 297,	ce loss: 0.10656,	train acc: 0.96296
Epoch: 298,	ce loss: 0.09506,	train acc: 0.96679
Epoch: 299,	ce loss: 0.10754,	train acc: 0.96169
Epoch: 300,	ce loss: 0.14900,	train acc: 0.93742
Epoch: 301,	ce loss: 0.10542,	train acc: 0.95530
Epoch: 302,	ce loss: 0.11922,	train acc: 0.94381
Epoch: 303,	ce loss: 0.10492,	train acc: 0.95019
Epoch: 304,	ce loss: 0.11910,	train acc: 0.95530
Epoch: 305,	ce loss: 0.12391,	train acc: 0.94891
Epoch: 306,	ce loss: 0.10569,	train acc: 0.95147
Epoch: 307,	ce loss: 0.10887,	train acc: 0.95658
Epoch: 308,	ce loss: 0.12381,	train acc: 0.94764
Epoch: 309,	ce loss: 0.12407,	train acc: 0.94253
Epoch: 310,	ce loss: 0.09676,	train acc: 0.96296
Epoch: 311,	ce loss: 0.15517,	train acc: 0.92593
Epoch: 312,	ce loss: 0.13273,	train acc: 0.95658
Epoch: 313,	ce loss: 0.13681,	train acc: 0.94381
Epoch: 314,	ce loss: 0.12213,	train acc: 0.94636
Epoch: 315,	ce loss: 0.17729,	train acc: 0.92082
Epoch: 316,	ce loss: 0.10730,	train acc: 0.95275
Epoch: 317,	ce loss: 0.23911,	train acc: 0.90549
Epoch: 318,	ce loss: 0.13654,	train acc: 0.94253
Epoch: 319,	ce loss: 0.26702,	train acc: 0.88123
Epoch: 320,	ce loss: 0.15396,	train acc: 0.93997
Epoch: 321,	ce loss: 0.14457,	train acc: 0.93870
Epoch: 322,	ce loss: 0.22349,	train acc: 0.89911
Epoch: 323,	ce loss: 0.16481,	train acc: 0.93103
Epoch: 324,	ce loss: 0.15754,	train acc: 0.93487
Epoch: 325,	ce loss: 0.16480,	train acc: 0.92976
Epoch: 326,	ce loss: 0.18488,	train acc: 0.92720
Epoch: 327,	ce loss: 0.18252,	train acc: 0.93359
Epoch: 328,	ce loss: 0.13899,	train acc: 0.94381
Epoch: 329,	ce loss: 0.14646,	train acc: 0.93870
Epoch: 330,	ce loss: 0.13507,	train acc: 0.93997
Epoch: 331,	ce loss: 0.12914,	train acc: 0.95019
Epoch: 332,	ce loss: 0.12405,	train acc: 0.95402
Epoch: 333,	ce loss: 0.12074,	train acc: 0.95785
Epoch: 334,	ce loss: 0.18081,	train acc: 0.94636
Epoch: 335,	ce loss: 0.11170,	train acc: 0.95019
Epoch: 336,	ce loss: 0.15182,	train acc: 0.93742
Epoch: 337,	ce loss: 0.13939,	train acc: 0.94125
Epoch: 338,	ce loss: 0.13941,	train acc: 0.95147
Epoch: 339,	ce loss: 0.11709,	train acc: 0.95275
Epoch: 340,	ce loss: 0.10225,	train acc: 0.96296
Epoch: 341,	ce loss: 0.12296,	train acc: 0.94508
Epoch: 342,	ce loss: 0.15156,	train acc: 0.93742
Epoch: 343,	ce loss: 0.11209,	train acc: 0.95658
Epoch: 344,	ce loss: 0.11528,	train acc: 0.95019
Epoch: 345,	ce loss: 0.11385,	train acc: 0.95402
Epoch: 346,	ce loss: 0.10488,	train acc: 0.96041
Epoch: 347,	ce loss: 0.09478,	train acc: 0.96296
Epoch: 348,	ce loss: 0.09650,	train acc: 0.96169
Epoch: 349,	ce loss: 0.14238,	train acc: 0.94764
Epoch: 350,	ce loss: 0.10072,	train acc: 0.95658
Epoch: 351,	ce loss: 0.12572,	train acc: 0.94764
Epoch: 352,	ce loss: 0.08863,	train acc: 0.96807
Epoch: 353,	ce loss: 0.11592,	train acc: 0.95658
Epoch: 354,	ce loss: 0.11893,	train acc: 0.94764
Epoch: 355,	ce loss: 0.11053,	train acc: 0.95402
Epoch: 356,	ce loss: 0.09874,	train acc: 0.96169
Epoch: 357,	ce loss: 0.11423,	train acc: 0.95275
Epoch: 358,	ce loss: 0.11545,	train acc: 0.95658
Epoch: 359,	ce loss: 0.13810,	train acc: 0.93742
Epoch: 360,	ce loss: 0.11054,	train acc: 0.95147
Epoch: 361,	ce loss: 0.09838,	train acc: 0.96169
Epoch: 362,	ce loss: 0.09256,	train acc: 0.95785
Epoch: 363,	ce loss: 0.10226,	train acc: 0.95147
Epoch: 364,	ce loss: 0.11588,	train acc: 0.96169
Epoch: 365,	ce loss: 0.10576,	train acc: 0.95785
Epoch: 366,	ce loss: 0.10241,	train acc: 0.97190
Epoch: 367,	ce loss: 0.11025,	train acc: 0.95785
Epoch: 368,	ce loss: 0.11166,	train acc: 0.95530
Epoch: 369,	ce loss: 0.10254,	train acc: 0.95913
Epoch: 370,	ce loss: 0.11033,	train acc: 0.95658
Epoch: 371,	ce loss: 0.11767,	train acc: 0.94253
Epoch: 372,	ce loss: 0.10439,	train acc: 0.95275
Epoch: 373,	ce loss: 0.08698,	train acc: 0.96552
Epoch: 374,	ce loss: 0.08440,	train acc: 0.96424
Epoch: 375,	ce loss: 0.09318,	train acc: 0.95913
Epoch: 376,	ce loss: 0.09601,	train acc: 0.95785
Epoch: 377,	ce loss: 0.11620,	train acc: 0.95530
Epoch: 378,	ce loss: 0.12529,	train acc: 0.93870
Epoch: 379,	ce loss: 0.09785,	train acc: 0.96041
Epoch: 380,	ce loss: 0.10966,	train acc: 0.95785
Epoch: 381,	ce loss: 0.15188,	train acc: 0.93487
Epoch: 382,	ce loss: 0.10605,	train acc: 0.95275
Epoch: 383,	ce loss: 0.11827,	train acc: 0.95275
Epoch: 384,	ce loss: 0.09808,	train acc: 0.95785
Epoch: 385,	ce loss: 0.16229,	train acc: 0.93614
Epoch: 386,	ce loss: 0.09071,	train acc: 0.96424
Epoch: 387,	ce loss: 0.10661,	train acc: 0.95658
Epoch: 388,	ce loss: 0.12800,	train acc: 0.94764
Epoch: 389,	ce loss: 0.11463,	train acc: 0.95019
Epoch: 390,	ce loss: 0.12996,	train acc: 0.93487
Epoch: 391,	ce loss: 0.13051,	train acc: 0.93870
Epoch: 392,	ce loss: 0.12368,	train acc: 0.94125
Epoch: 393,	ce loss: 0.14336,	train acc: 0.93870
Epoch: 394,	ce loss: 0.11927,	train acc: 0.95275
Epoch: 395,	ce loss: 0.14068,	train acc: 0.94508
Epoch: 396,	ce loss: 0.14650,	train acc: 0.94381
Epoch: 397,	ce loss: 0.12447,	train acc: 0.95147
Epoch: 398,	ce loss: 0.13270,	train acc: 0.94636
Epoch: 399,	ce loss: 0.12837,	train acc: 0.94764
Epoch: 400,	ce loss: 0.11842,	train acc: 0.94636
Epoch: 401,	ce loss: 0.11340,	train acc: 0.95147
Epoch: 402,	ce loss: 0.11197,	train acc: 0.95019
Epoch: 403,	ce loss: 0.13735,	train acc: 0.94381
Epoch: 404,	ce loss: 0.14287,	train acc: 0.94636
Epoch: 405,	ce loss: 0.09953,	train acc: 0.96169
Epoch: 406,	ce loss: 0.12692,	train acc: 0.95275
Epoch: 407,	ce loss: 0.08608,	train acc: 0.96041
Epoch: 408,	ce loss: 0.18340,	train acc: 0.93487
Epoch: 409,	ce loss: 0.10624,	train acc: 0.96424
Epoch: 410,	ce loss: 0.11277,	train acc: 0.95019
Epoch: 411,	ce loss: 0.13401,	train acc: 0.93870
Epoch: 412,	ce loss: 0.08827,	train acc: 0.96552
Epoch: 413,	ce loss: 0.14306,	train acc: 0.93997
Epoch: 414,	ce loss: 0.13132,	train acc: 0.94508
Epoch: 415,	ce loss: 0.10353,	train acc: 0.96424
Epoch: 416,	ce loss: 0.14307,	train acc: 0.93614
Epoch: 417,	ce loss: 0.10611,	train acc: 0.95785
Epoch: 418,	ce loss: 0.10480,	train acc: 0.96296
Epoch: 419,	ce loss: 0.12047,	train acc: 0.95530
Epoch: 420,	ce loss: 0.10152,	train acc: 0.96169
Epoch: 421,	ce loss: 0.09418,	train acc: 0.96424
Epoch: 422,	ce loss: 0.14650,	train acc: 0.94636
Epoch: 423,	ce loss: 0.10989,	train acc: 0.95913
Epoch: 424,	ce loss: 0.11793,	train acc: 0.95658
Epoch: 425,	ce loss: 0.10699,	train acc: 0.95785
Epoch: 426,	ce loss: 0.09782,	train acc: 0.96424
Epoch: 427,	ce loss: 0.09539,	train acc: 0.96296
Epoch: 428,	ce loss: 0.08888,	train acc: 0.96679
Epoch: 429,	ce loss: 0.09695,	train acc: 0.96041
Epoch: 430,	ce loss: 0.09153,	train acc: 0.96552
Epoch: 431,	ce loss: 0.09575,	train acc: 0.95658
